Rank,Name,Cause_of_Death,Date,Year,Month,Day,Department,State,K9_Unit
Deputy Constable,Norman Kim Nisson,Automobile crash,"Wednesday, January 11, 1995",1995,January,Wednesday,"Provo City Constable's Office, UT",Utah,0
Lieutenant,John Paul Gisclon,Gunfire,"Saturday, January 14, 1995",1995,January,Saturday,"Ashland County Sheriff's Office, OH",Ohio,0
Police Officer,Fabian Dale Dominguez,Gunfire,"Sunday, January 15, 1995",1995,January,Sunday,"San Antonio Police Department, TX",Texas,0
Corrections Officer,Leonard Louis Trudeau,Struck by vehicle,"Monday, January 16, 1995",1995,January,Monday,"Miami-Dade County Department of Corrections and Rehabilitation, FL",Florida,0
Officer,Norris B. Epps,Aircraft accident,"Wednesday, January 18, 1995",1995,January,Wednesday,"Tampa Police Department, FL",Florida,0
Juvenile Detention Officer,Robert J. Heavey,Assault,"Thursday, January 19, 1995",1995,January,Thursday,"Morris County Juvenile Detention Center, NJ",New Jersey,0
Detective,Alfred T. Boesch,Heart attack,"Saturday, January 21, 1995",1995,January,Saturday,"New York City Housing Authority Police Department, NY",New York,0
Officer,Willie Henry Pryor,Motorcycle crash,"Sunday, January 22, 1995",1995,January,Sunday,"Montgomery Police Department, AL",Alabama,0
Sergeant,G. J. Jordon,Automobile crash,"Sunday, January 22, 1995",1995,January,Sunday,"Shelbyville Police Department, TN",Tennessee,0
Detective,Ernest Andrew Whitten,Gunfire,"Wednesday, January 25, 1995",1995,January,Wednesday,"Albertville Police Department, AL",Alabama,0
Officer,Raul Paul Elizondo,Gunfire,"Monday, January 30, 1995",1995,January,Monday,"North Las Vegas Police Department, NV",Nevada,0
Corrections Officer,Judith Ann Henkel,Heart attack,"Friday, February 3, 1995",1995,February,Friday,"California Department of Corrections and Rehabilitation, CA",California,0
Officer,Christopher Charles Hays,Duty related illness,"Sunday, February 5, 1995",1995,February,Sunday,"Shreveport Police Department, LA",Louisiana,0
Detective,Joseph Tucker Fisher,Gunfire,"Tuesday, February 7, 1995",1995,February,Tuesday,"Little Rock Police Department, AR",Arkansas,0
Officer,"James Madison McGee, Jr.",Gunfire (Inadvertent),"Tuesday, February 7, 1995",1995,February,Tuesday,"Metropolitan Police Department, DC",District of Columbia,0
Trooper,Henry Noel Harmon,Gunfire,"Tuesday, February 7, 1995",1995,February,Tuesday,"Virginia State Police, VA",Virginia,0
Special Deputy,Michael Ray Jackson,Struck by vehicle,"Thursday, February 9, 1995",1995,February,Thursday,"Johnston County Sheriff's Office, NC",North Carolina,0
Officer,Mark Andrew White,Gunfire (Inadvertent),"Friday, February 10, 1995",1995,February,Friday,"Roseville Police Department, CA",California,0
Lieutenant,Irvin M. Brown,Heart attack,"Monday, February 13, 1995",1995,February,Monday,"Nueces County Sheriff's Office, TX",Texas,0
Officer,Franklin Dale Perritte,Vehicle pursuit,"Tuesday, February 14, 1995",1995,February,Tuesday,"North Carolina Division of Motor Vehicles Enforcement Section, NC",North Carolina,0
Deputy,Ernest W. Heikkila,Automobile crash,"Wednesday, February 15, 1995",1995,February,Wednesday,"Muskegon County Sheriff's Office, MI",Michigan,0
Trooper,Paul Andrew Perry,Aircraft accident,"Wednesday, February 22, 1995",1995,February,Wednesday,"Massachusetts State Police, MA",Massachusetts,0
Trooper,James Mattaliano,Aircraft accident,"Wednesday, February 22, 1995",1995,February,Wednesday,"Massachusetts State Police, MA",Massachusetts,0
Officer,Shawn Leinen,Gunfire,"Saturday, February 25, 1995",1995,February,Saturday,"Denver Police Department, CO",Colorado,0
Police Officer,"Stephen Levi Amos, II",Gunfire,"Tuesday, February 28, 1995",1995,February,Tuesday,"Winston-Salem Police Department, NC",North Carolina,0
Deputy Sheriff,Larry David Griffith,Gunfire,"Thursday, March 2, 1995",1995,March,Thursday,"Lassen County Sheriff's Office, CA",California,0
Police Officer,"Ronald A. Williams, II",Gunfire,"Saturday, March 4, 1995",1995,March,Saturday,"New Orleans Police Department, LA",Louisiana,0
Corporal,Catherine M. Crawford,Assault,"Sunday, March 5, 1995",1995,March,Sunday,"Monroe County Sheriff's Office, NY",New York,0
Police Officer,Daniel J. Doffyn,Gunfire,"Wednesday, March 8, 1995",1995,March,Wednesday,"Chicago Police Department, IL",Illinois,0
Corrections Officer,Andre Isiah Motley,Gunfire,"Saturday, March 11, 1995",1995,March,Saturday,"Essex County Department of Corrections, NJ",New Jersey,0
Police Officer,"Stewart E. Savage, III",Vehicle pursuit,"Saturday, March 18, 1995",1995,March,Saturday,"Wellesley Police Department, MA",Massachusetts,0
Deputy,Irvin Ellis Powell,Gunfire,"Sunday, March 19, 1995",1995,March,Sunday,"Haskell County Sheriff's Office, KS",Kansas,0
Correctional Officer,Ernest R. Grossguth,Heart attack,"Sunday, March 26, 1995",1995,March,Sunday,"Rhode Island Department of Corrections, RI",Rhode Island,0
Border Patrol Agent,Luis A. Santiago,Fall,"Tuesday, March 28, 1995",1995,March,Tuesday,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US",United States,0
Deputy,Frank V. Trejo,Gunfire,"Wednesday, March 29, 1995",1995,March,Wednesday,"Sonoma County Sheriff's Office, CA",California,0
Sergeant,Marc Muncy,Automobile crash,"Wednesday, April 5, 1995",1995,April,Wednesday,"Columbus Division of Police, OH",Ohio,0
Patrol Deputy,Wilburn Junior Agy,Gunfire,"Wednesday, April 5, 1995",1995,April,Wednesday,"Liberty County Sheriff's Office, TX",Texas,0
Chief of Police,Johnny Lee Teter,Vehicle pursuit,"Sunday, April 9, 1995",1995,April,Sunday,"Oxford Police Department, KS",Kansas,0
Officer,"Stewart L. Beasley, Jr.",Motorcycle crash,"Monday, April 10, 1995",1995,April,Monday,"Jasper Police Department, AL",Alabama,0
Narcotic Agent II,Charles Matthew Holmes,Automobile crash,"Tuesday, April 11, 1995",1995,April,Tuesday,"Pennsylvania Office of Attorney General, PA",Pennsylvania,0
Second Lieutenant,Luis M. Hernandez-Vega,Gunfire,"Tuesday, April 11, 1995",1995,April,Tuesday,"Puerto Rico Police Department, PR",Puerto Rico,0
Police Officer,Alvin Clayton Palmer,Gunfire,"Wednesday, April 12, 1995",1995,April,Wednesday,"Philadelphia Housing Authority Police Department, PA",Pennsylvania,0
Officer,Robert Joseph Henry,Gunfire,"Thursday, April 13, 1995",1995,April,Thursday,"Newport Beach Police Department, CA",California,0
Deputy,Roy Eugene Ashe,Heart attack,"Thursday, April 13, 1995",1995,April,Thursday,"Jackson County Sheriff's Office, NC",North Carolina,0
Deputy,George R. Davis,Gunfire,"Friday, April 14, 1995",1995,April,Friday,"Mendocino County Sheriff's Office, CA",California,0
Officer,Timothy B. Howe,Gunfire,"Friday, April 14, 1995",1995,April,Friday,"Oakland Unified School District Police Department, CA",California,0
Lance Corporal,Michael Allen Chappell,Automobile crash,"Monday, April 17, 1995",1995,April,Monday,"South Carolina Highway Patrol, SC",South Carolina,0
Assistant SAC,Alan G. Whicher,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of the Treasury - United States Secret Service, US",United States,0
Senior Special Agent,Paul Douglas Ice,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of the Treasury - United States Customs Service - Office of Investigations, US",United States,0
Senior Special Agent,Claude Arthur Medearis,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of the Treasury - United States Customs Service - Office of Investigations, US",United States,0
Special Agent,Mickey B. Maroney,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of the Treasury - United States Secret Service, US",United States,0
Special Agent,Donald R. Leonard,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of the Treasury - United States Secret Service, US",United States,0
Special Agent,Cynthia Campbell Brown,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of the Treasury - United States Secret Service, US",United States,0
Special Agent,Paul Gregory Broxterman,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of Housing and Urban Development - Office of Inspector General, US",United States,0
Special Agent,Kenneth G. McCullough,Terrorist attack,"Wednesday, April 19, 1995",1995,April,Wednesday,"United States Department of Justice - Drug Enforcement Administration, US",United States,0
Reserve Deputy Sheriff,Michael Lee Loudenslager,Bomb,"Wednesday, April 19, 1995",1995,April,Wednesday,"Oklahoma County Sheriff's Office, OK",Oklahoma,0
Investigator,John D. McLaughlin,Gunfire,"Thursday, April 20, 1995",1995,April,Thursday,"Camden County Prosecutor's Office, NJ",New Jersey,0
Patrolman,John Frank Norcross,Gunfire,"Thursday, April 20, 1995",1995,April,Thursday,"Haddon Heights Police Department, NJ",New Jersey,0
Corporal,John Novabilski,Gunfire,"Wednesday, April 26, 1995",1995,April,Wednesday,"Prince George's County Police Department, MD",Maryland,0
Agent,Wilfredo Rojas-Albino,Gunfire,"Thursday, April 27, 1995",1995,April,Thursday,"Puerto Rico Police Department, PR",Puerto Rico,0
Sergeant,Timothy Michael Mossbrucker,Gunfire,"Friday, April 28, 1995",1995,April,Friday,"Jefferson County Sheriff's Office, CO",Colorado,0
Lieutenant,Steve M. Crerar,Gunfire,"Sunday, April 30, 1995",1995,April,Sunday,"Fremont County Sheriff's Office, WY",Wyoming,0
Captain,Saxton Randall Jones,Gunfire (Inadvertent),"Monday, May 1, 1995",1995,May,Monday,"Florida Highway Patrol, FL",Florida,0
Deputy,Dennis L. Remington,Automobile crash,"Wednesday, May 3, 1995",1995,May,Wednesday,"Elmore County Sheriff's Office, ID",Idaho,0
Patrolman,Charles Ellington Nichols,Automobile crash,"Wednesday, May 3, 1995",1995,May,Wednesday,"Coweta Police Department, OK",Oklahoma,0
Patrolman,Leroy Williams,Gunfire,"Thursday, May 4, 1995",1995,May,Thursday,"Tallulah Police Department, LA",Louisiana,0
Deputy,James Mark Windsor,Vehicular assault,"Saturday, May 6, 1995",1995,May,Saturday,"Randolph County Sheriff's Department, AL",Alabama,0
Detective,"Lonnie C. Miller, Sr.",Gunfire,"Saturday, May 6, 1995",1995,May,Saturday,"Jacksonville Sheriff's Office, FL",Florida,0
Sergeant,Ippolito Gonzalez,Gunfire,"Sunday, May 7, 1995",1995,May,Sunday,"Franklin Township (Gloucester County) Police Department, NJ",New Jersey,0
Special Agent,William Randall Bolt,Automobile crash,"Tuesday, May 9, 1995",1995,May,Tuesday,"California Department of Justice, CA",California,0
Corrections Officer,James P. Ascone,Heart attack,"Tuesday, May 9, 1995",1995,May,Tuesday,"New York State Department of Correctional Services, NY",New York,0
Border Patrol Agent,Xavier G. Magdaleno,Struck by train,"Wednesday, May 10, 1995",1995,May,Wednesday,"United States Department of Justice - Immigration and Naturalization Service - United States Border Patrol, US",United States,0
Police Officer,Kenneth Leslie Davis,Vehicle pursuit,"Thursday, May 11, 1995",1995,May,Thursday,"Seattle Police Department, WA",Washington,0
Deputy Sheriff,Stephen Wayne Blair,Gunfire,"Friday, May 12, 1995",1995,May,Friday,"Los Angeles County Sheriff's Department, CA",California,0
Deputy Sheriff,Jimmie Richard Henry,Duty related illness,"Friday, May 12, 1995",1995,May,Friday,"Los Angeles County Sheriff's Department, CA",California,0
Trooper,Timothy Wade McDermott,Automobile crash,"Sunday, May 14, 1995",1995,May,Sunday,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas,0
Correctional Officer,Sidney Harrison,Automobile crash,"Thursday, May 18, 1995",1995,May,Thursday,"Mississippi Department of Corrections, MS",Mississippi,0
Deputy Sheriff,Chad Steven Edwards,Automobile crash,"Thursday, May 18, 1995",1995,May,Thursday,"Fairfield County Sheriff's Office, OH",Ohio,0
Officer,Ira Wayne Bramlitt,Automobile crash,"Monday, May 22, 1995",1995,May,Monday,"Jacksonville Sheriff's Office, FL",Florida,0
Police Officer,Larry Don Johnson,Gunfire,"Monday, May 22, 1995",1995,May,Monday,"Sparks Police Department, NV",Nevada,0
Detective,Danny Valenzuela,Heart attack,"Tuesday, May 23, 1995",1995,May,Tuesday,"Brea Police Department, CA",California,0
Police Officer,"Jerry Foster Philpot, II",Gunfire,"Thursday, May 25, 1995",1995,May,Thursday,"Detroit Police Department, MI",Michigan,0
Patrolman,Rodolfo Rudy Ledezma,Heart attack,"Sunday, May 28, 1995",1995,May,Sunday,"Clovis Police Department, NM",New Mexico,0
Master Trooper,Stephen H. Gray,Automobile crash,"Monday, May 29, 1995",1995,May,Monday,"Louisiana State Police, LA",Louisiana,0
Special Agent,"William H. Christian, Jr.",Gunfire,"Monday, May 29, 1995",1995,May,Monday,"United States Department of Justice - Federal Bureau of Investigation, US",United States,0
Police Officer,Carlos A. Santiago,Fall,"Tuesday, May 30, 1995",1995,May,Tuesday,"Miami Police Department, FL",Florida,0
Chief Deputy Fire Marshal,John Carl Dorff,Duty related illness,"Tuesday, May 30, 1995",1995,May,Tuesday,"Nevada State Fire Marshal Division, NV",Nevada,0
Sergeant,Roscoe Teague,Heart attack,"Tuesday, May 30, 1995",1995,May,Tuesday,"Sullivan County Sheriff's Office, TN",Tennessee,0
Deputy Marshal,Bobby Glenn Thompson,Gunfire,"Thursday, June 1, 1995",1995,June,Thursday,"Montgomery Police Department, LA",Louisiana,0
Patrolman,"Eugene J. Miglio, III",Assault,"Friday, June 2, 1995",1995,June,Friday,"Wildwood Crest Police Department, NJ",New Jersey,0
Police Officer,Drew Alan Bolin,Vehicular assault,"Friday, June 2, 1995",1995,June,Friday,"Austin Police Department, TX",Texas,0
Trooper,Chong Soo Lim,Vehicular assault,"Tuesday, June 6, 1995",1995,June,Tuesday,"Illinois State Police, IL",Illinois,0
Trooper II,Marvin R. McCloud,Automobile crash,"Tuesday, June 6, 1995",1995,June,Tuesday,"New Jersey State Police, NJ",New Jersey,0
Agent,Louis A. Pompei,Gunfire,"Friday, June 9, 1995",1995,June,Friday,"Glendora Police Department, CA",California,0
Deputy Sheriff,Kevin M. Mayse,Vehicle pursuit,"Tuesday, June 13, 1995",1995,June,Tuesday,"Cass County Sheriff's Office, MO",Missouri,0
Special Agent,Sharon LaVonne Alston,Automobile crash,"Wednesday, June 14, 1995",1995,June,Wednesday,"North Carolina State Bureau of Investigation, NC",North Carolina,0
Corrections Officer,Anthony L. Brown,Gunfire,"Sunday, June 18, 1995",1995,June,Sunday,"Nassau County Sheriff's Department, NY",New York,0
Sergeant,Holger Beck,Bicycle accident,"Friday, June 23, 1995",1995,June,Friday,"New York State Police, NY",New York,0
Patrolman,Daniel David Trail,Drowned,"Sunday, June 25, 1995",1995,June,Sunday,"Beloit Police Department, KS",Kansas,0
Trooper,"Bobby L. Wells, Jr.",Struck by vehicle,"Tuesday, June 27, 1995",1995,June,Tuesday,"Mississippi Department of Public Safety - Mississippi Highway Patrol, MS",Mississippi,0
Trooper,Donald E. Jennings,Struck by vehicle,"Friday, June 30, 1995",1995,June,Friday,"Florida Highway Patrol, FL",Florida,0
Police Officer,Paul K. Moen,Heart attack,"Saturday, July 1, 1995",1995,July,Saturday,"Minneapolis Police Department, MN",Minnesota,0
Lieutenant,Danny P. Elkins,Gunfire,"Tuesday, July 4, 1995",1995,July,Tuesday,"Yuma Police Department, AZ",Arizona,0
Sergeant,Michael Lynn Crowe,Gunfire,"Wednesday, July 5, 1995",1995,July,Wednesday,"Arizona Department of Public Safety, AZ",Arizona,0
Officer,Keith Stephen Konopasek,Gunfire,"Saturday, July 8, 1995",1995,July,Saturday,"Oakland Police Department, CA",California,0
Police Officer,Keith Lee Evans,Vehicular assault,"Sunday, July 9, 1995",1995,July,Sunday,"Columbus Division of Police, OH",Ohio,0
Captain,"Robert F. Hopton, Jr.",Aircraft accident,"Monday, July 10, 1995",1995,July,Monday,"Highlands County Sheriff's Office, FL",Florida,0
Inspector,James E. Rodgers,Aircraft accident,"Monday, July 10, 1995",1995,July,Monday,"Highlands County Sheriff's Office, FL",Florida,0
Deputy Sheriff,William Gerome Hardy,Gunfire,"Wednesday, July 19, 1995",1995,July,Wednesday,"Jefferson County Sheriff's Office, AL",Alabama,0
Deputy Sheriff,Antranik Geuvjehizian,Gunfire,"Wednesday, July 19, 1995",1995,July,Wednesday,"Los Angeles County Sheriff's Department, CA",California,0
Officer,Tate Douglas Kahakai,Aircraft accident,"Saturday, July 22, 1995",1995,July,Saturday,"Honolulu Police Department, HI",Hawaii,0
Officer,Bryant Brennon Bayne,Aircraft accident,"Saturday, July 22, 1995",1995,July,Saturday,"Honolulu Police Department, HI",Hawaii,0
Sergeant,"Edward E. Neves, Jr.",Automobile crash,"Tuesday, July 25, 1995",1995,July,Tuesday,"Taunton Police Department, MA",Massachusetts,0
Deputy Sheriff,"Ramiro Perez, Jr.",Automobile crash,"Saturday, July 29, 1995",1995,July,Saturday,"Brooks County Sheriff's Office, TX",Texas,0
Officer,Gregory Bryan Gay,Automobile crash,"Monday, July 31, 1995",1995,July,Monday,"Elba Police Department, AL",Alabama,0
Police Officer,Kevin Williams,Automobile crash,"Monday, July 31, 1995",1995,July,Monday,"Philadelphia Police Department, PA",Pennsylvania,0
Patrolman,Lee E. Barta,Gunfire,"Thursday, August 3, 1995",1995,August,Thursday,"Binghamton Police Department, NY",New York,0
